image_path,label
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/711.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/903.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/956.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/707.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1336.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/624.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/823.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1287.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1481.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1045.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1469.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/982.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/85.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/272.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/304.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/193.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/684.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/896.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/519.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1042.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/411.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/571.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/331.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/64.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/931.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/666.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1090.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1115.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/131.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/676.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/615.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/469.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/744.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/721.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/563.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/605.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1346.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/825.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/445.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/479.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/28.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/778.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/101.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1404.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/532.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/848.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/951.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/516.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1071.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/90.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/786.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/992.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1426.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/309.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/102.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/339.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1064.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1360.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/372.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1155.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/162.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1399.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/99.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/505.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/649.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/538.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/13.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/316.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1282.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/347.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/24.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/798.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/634.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/462.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1391.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1221.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1207.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/287.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/885.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/310.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/985.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/43.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1386.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/644.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/999.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1458.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/860.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1334.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1042.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/918.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/491.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1054.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/698.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/310.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/899.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/17.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/742.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/627.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1276.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1201.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/868.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/183.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/705.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/258.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/640.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1175.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1243.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/587.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/655.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/79.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1018.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/936.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/68.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/623.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/604.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1261.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/595.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/252.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/972.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/55.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/69.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/265.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/591.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/631.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/854.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/786.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/236.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/199.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/549.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1375.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1439.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/919.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1151.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/734.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/349.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/508.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/856.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1467.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/482.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1274.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1165.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/629.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/855.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/429.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/815.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/625.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1006.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/867.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/932.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1076.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1374.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1430.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1008.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/342.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1112.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/183.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/34.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/867.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1291.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/952.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/148.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1490.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/757.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/906.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/27.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/323.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/507.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/324.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1487.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/687.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/693.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1027.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/552.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/532.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/172.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/125.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/875.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/99.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/881.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/913.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/907.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1139.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1032.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/809.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/112.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/600.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/355.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1403.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1463.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1161.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/802.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1431.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1242.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/180.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1402.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/41.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/211.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/74.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/634.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1397.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/107.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/242.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/414.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/686.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1423.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1331.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1326.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/900.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1363.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1217.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/524.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1237.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/80.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1124.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1095.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/693.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/499.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/632.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1005.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/250.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1255.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/36.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/568.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/381.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/579.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/983.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/194.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1219.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1406.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1267.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/737.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1025.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1306.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/117.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1135.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/706.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/755.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1044.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1137.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/944.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1273.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/913.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/166.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1011.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/587.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/372.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/947.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1200.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/98.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/841.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1204.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1290.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/681.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1449.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/857.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1287.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/216.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/124.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/341.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/78.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/179.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1226.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1427.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/713.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1313.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/576.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/549.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/947.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1298.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/90.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/440.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1460.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1225.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1057.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/192.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/683.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/722.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/258.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1262.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1391.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/14.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/156.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1294.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1126.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/775.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/729.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/356.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/950.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/346.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/750.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/677.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1473.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/308.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1029.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/29.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/303.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/160.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/564.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1016.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/334.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/664.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/881.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1341.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/299.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/580.jpg,0
/content/Satellite_Image_Detection/Image_data(satellite)/WilDFire/1383.jpg,1
/content/Satellite_Image_Detection/Image_data(satellite)/NonWildFire/1079.jpg,0
